addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title
서울특별시 종로구 율곡로23길 16,(충신동),1,0,A02,A0201,A02010800,294439,12,20071127005251,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,Type3,127.0066015446,37.5753148419,6,20230412113705,23,,감로암(서울)
서울특별시 성북구 개운사길 73,,1,0,A02,A0201,A02010800,126501,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image3_1.jpg,Type3,127.0280213987,37.5899857439,6,20230610060046,17,,개운사(서울)
서울특별시 성북구 보국문로 113-10,,1,0,A02,A0201,A02010800,294505,12,20071127021151,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,Type3,127.0045811572,37.6150157461,6,20230206095101,17,,경국사(서울)
경기도 과천시 대공원광장로 80,(막계동),31,0,A02,A0203,A02030400,2747760,12,20210923224535,http://tong.visitkorea.or.kr/cms/resource/29/2747829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2747829_image2_1.jpg,Type3,127.0111412395,37.4339007896,6,20230915160532,3,,과천서울대공원기린나라키즈체험
서울특별시 서초구 바우뫼로7길 111,(우면동),1,0,A02,A0201,A02010800,776082,12,20090810181933,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image3_1.jpg,Type3,127.0222641043,37.4737408098,6,20231205174150,15,,관문사(서울)
서울특별시 관악구 승방1길 109-80,(남현동),1,0,A02,A0201,A02010800,126916,12,20021021090000,http://tong.visitkorea.or.kr/cms/resource/03/566503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/566503_image3_1.jpg,Type3,126.9765239933,37.4676601403,6,20231204172512,5,,관음사(서울)
서울특별시 종로구 동숭길 3,,1,0,A02,A0201,A02010700,252528,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/18/3077518_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3077518_image3_1.JPG,Type3,127.0028545340,37.5798947977,6,20240603155741,23,,구 서울대학교 본관
서울특별시 서초구 염곡동,", 강남구 개포동",1,0,A01,A0101,A01010400,2357761,12,20161230220453,http://tong.visitkorea.or.kr/cms/resource/64/2357764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2357764_image2_1.jpg,Type3,127.0615995465,37.4690781677,6,20230610082046,15,,구룡산(서울)
서울특별시 동작구 현충로 210,,1,1,A02,A0201,A02010700,126521,12,20020510090000,,,,126.9732511193,37.5013561691,6,20240514165009,12,,국립서울현충원
서울특별시 중랑구 망우로91길 98,(망우동),1,0,A02,A0201,A02010800,1606052,12,20120418231315,http://tong.visitkorea.or.kr/cms/resource/08/1569208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1569208_image3_1.jpg,Type3,127.1133520931,37.6047383453,6,20230410134746,25,,극락사(서울)
서울특별시 종로구 비봉길 137,,1,0,A02,A0201,A02010800,298109,12,20071127231739,,,,126.9534467684,37.6207780461,6,20240516143942,23,,금선사(서울)
서울특별시 성북구 선잠로5길 68,(성북동),1,0,A02,A0201,A02010800,128866,12,20060323090000,http://tong.visitkorea.or.kr/cms/resource/83/2622283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2622283_image3_1.jpg,Type3,126.9946241836,37.5990951960,6,20240611142405,17,,길상사(서울)
서울특별시 중구 삼일대로 231,,1,0,A02,A0202,A02020700,126485,12,20031105090000,,,,126.9922506300,37.5557113068,6,20240604093218,24,,남산공원(서울)
서울특별시 용산구 남산공원길 105,,1,0,A02,A0205,A02050600,126535,12,20021031090000,,,,126.9878983791,37.5511089858,6,20240604134617,21,,남산서울타워
서울특별시 용산구 남산공원길 105,(용산동2가),1,0,A02,A0203,A02030200,2435104,12,20161018202921,http://tong.visitkorea.or.kr/cms/resource/12/2435112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2435112_image2_1.jpg,Type3,126.9878594933,37.5511312042,6,20230323100522,21,,남산서울타워 한복문화체험관
서울특별시 성북구 보국문로 262-151 내원사,,1,0,A02,A0201,A02010800,298341,12,20071128015427,http://tong.visitkorea.or.kr/cms/resource/39/2360939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2360939_image3_1.jpg,Type3,126.9951622409,37.6266725544,6,20230313132136,17,,내원사(서울)
서울특별시 종로구 인사동길 12,(인사동),1,0,A02,A0202,A02020600,2392535,12,20160713202443,http://tong.visitkorea.or.kr/cms/resource/19/3109219_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3109219_image3_1.JPG,Type3,126.9872034096,37.5718843365,6,20240315102041,23,,다이나믹 메이즈 (서울 인사동점)
서울특별시 동작구 서달로 50-26,,1,0,A02,A0201,A02010800,299978,12,20071128181317,http://tong.visitkorea.or.kr/cms/resource/74/2690574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2690574_image3_1.jpg,Type3,126.9626521644,37.4985229748,6,20230714134423,12,,달마사(서울)
서울특별시 서초구 남부순환로328길 49,,1,0,A02,A0201,A02010800,300076,12,20071128223420,http://tong.visitkorea.or.kr/cms/resource/68/2360968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2360968_image3_1.jpg,Type3,127.0134398431,37.4759903902,6,20230829164524,15,,대성사(서울)
서울특별시 중구 서소문로9길 14,(순화동),1,0,A02,A0201,A02010700,2606164,12,20190613001612,,,,126.9700829938,37.5631989276,6,20230117130826,24,,대한민국 임시정부 서울연통부 터
서울특별시 중구 세종대로21길 15,(정동),1,0,A02,A0201,A02010900,127015,12,20030109090000,,,,126.9760490054,37.5671457978,6,20240603155130,24,,대한성공회 서울주교좌성당
서울특별시 중구 세종대로 39,,1,0,A02,A0201,A02010700,2373223,12,20160317021951,http://tong.visitkorea.or.kr/cms/resource/72/2373172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2373172_image2_1.jpg,Type3,126.9737577300,37.5607020615,6,20231211104824,24,,대한제국군 서울시가 전투지
서울특별시 강북구 삼양로173길 504,(우이동),1,0,A02,A0201,A02010800,126502,12,20040216090000,,,,126.9897341460,37.6552274686,6,20240516092504,3,,도선사(서울)
경기도 과천시 경마공원대로 107,(주암동),31,0,A02,A0202,A02020700,2747752,12,20210923223825,http://tong.visitkorea.or.kr/cms/resource/40/2747840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2747840_image2_1.jpg,Type3,127.0157237676,37.4476881606,6,20231011144009,3,,레츠런파크서울포니랜드
서울특별시 송파구 올림픽로 300,,1,0,A02,A0205,A02050600,2492348,12,20170512183852,,,,127.1042832896,37.5136209882,6,20240508165342,18,,롯데월드타워 서울스카이
"서울특별시 중구 을지로 30 롯데호텔 3, 4층",(소공동),1,0,A02,A0202,A02020300,2794933,12,20211214053541,http://tong.visitkorea.or.kr/cms/resource/43/2796243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2796243_image2_1.jpg,Type3,126.9816346542,37.5654794250,6,20240424143542,24,,롯데호텔서울 설화수 스파
서울특별시 중랑구 망우동 산 69-1,일대,1,0,A01,A0101,A01010400,1115203,12,20101022012107,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1902989_image3_1.jpg,Type3,127.1056030968,37.5942810870,6,20231210144053,25,,망우산(서울)
서울특별시 종로구 종로63가길 31,(숭인동),1,0,A02,A0201,A02010800,128872,12,20060330090000,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image3_1.jpg,Type3,127.0187670996,37.5754261586,6,20231208121453,23,,묘각사(서울)
서울특별시 중구 통일로 1,(봉래동2가),1,0,A02,A0203,A02030400,250364,12,20071024090000,,,,126.9716025029,37.5560136788,6,20240513150333,24,,문화역 서울 284
서울특별시 서대문구 백련사길 170-43,,1,0,A02,A0201,A02010800,128028,12,20040108090000,http://tong.visitkorea.or.kr/cms/resource/74/1985174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1985174_image3_1.jpg,Type3,126.9273751252,37.5862038214,6,20231113152921,14,,백련사(서울)
서울특별시 강북구 4.19로20길 142,(수유동),1,0,A02,A0201,A02010800,309307,12,20071130215057,http://tong.visitkorea.or.kr/cms/resource/98/2356798_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2356798_image3_1.jpg,Type3,126.9995223749,37.6470369314,6,20230613092332,3,,백련사(서울)
서울특별시 강북구 삼양로145길 176,(우이동),1,0,A02,A0201,A02010800,315921,12,20071203184831,http://tong.visitkorea.or.kr/cms/resource/30/2025930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2025930_image3_1.jpg,Type3,127.0034858166,37.6500533176,6,20230713170004,3,,보광사 보광선원(서울)
서울특별시 용산구 장문로15나길 6,,1,0,A02,A0201,A02010800,1603241,12,20120416205858,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image3_1.jpg,Type3,126.9973954154,37.5271063892,6,20231206173359,21,,보광사(서울)
서울특별시 성북구 보문사길 20,,1,0,A02,A0201,A02010800,316104,12,20071203234013,http://tong.visitkorea.or.kr/cms/resource/87/1985187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1985187_image3_1.jpg,Type3,127.0155032589,37.5842111903,6,20231122090851,17,,보문사(서울)
서울특별시 강북구 삼각산로 1,(수유동),1,0,A02,A0201,A02010800,316294,12,20071204010819,http://tong.visitkorea.or.kr/cms/resource/35/2356735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2356735_image3_1.jpg,Type3,127.0052887931,37.6372881685,6,20230323110124,3,,본원정사(서울)
서울특별시 성북구 정릉로 202,(정릉동),1,0,A02,A0201,A02010800,316295,12,20071204011216,http://tong.visitkorea.or.kr/cms/resource/22/2034222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2034222_image3_1.jpg,Type3,127.0062951545,37.6057001931,6,20230324153256,17,,봉국사(서울)
서울특별시 서대문구 봉원사길 120,(봉원동),1,0,A02,A0201,A02010800,126503,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/05/2017905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2017905_image3_1.jpg,Type3,126.9469959488,37.5723974448,6,20231006135234,14,,봉원사(서울)
서울특별시 강남구 봉은사로 531,,1,0,A02,A0201,A02010800,126504,12,20041230090000,,,,127.0577485719,37.5158782211,6,20240510145209,1,,봉은사(서울)
서울특별시 중랑구 신내로21길,(신내동),1,0,A01,A0101,A01010400,1115042,12,20101021235034,http://tong.visitkorea.or.kr/cms/resource/36/1894536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1894536_image3_1.jpg,Type3,127.0866155277,37.6086568514,6,20231210144230,25,,봉화산(서울)
서울특별시 강북구 월계로 173,,1,0,A01,A0101,A01010500,822384,12,20091017024859,http://tong.visitkorea.or.kr/cms/resource/86/2526686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2526686_image2_1.jpg,Type3,127.0407498436,37.6233876457,6,20240418094159,3,,북서울 꿈의숲
서울특별시 강북구 월계로 173,,1,,A02,A0202,A02020700,3112044,12,20240328194744,,,,127.0445440464,37.6197242510,6,20240328202609,3,02-901-6463,북서울꿈의숲 강북구 반려견 놀이터
서울특별시 성북구 보국문로 262,,1,1,A01,A0101,A01010100,127220,12,20040216090000,http://tong.visitkorea.or.kr/cms/resource/45/2526645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2526645_image2_1.jpg,Type3,126.9943263511,37.6215453578,6,20230919160757,17,,북한산국립공원(서울)
서울특별시 종로구 사직로 89,(사직동),1,0,A02,A0202,A02020700,127942,12,20031030090000,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1568120_image3_1.jpg,Type3,126.9676800810,37.5757085419,6,20230822140038,23,,사직공원(서울)
서울특별시 은평구 연서로54길 127,(진관동),1,0,A02,A0201,A02010800,127557,12,20030702090000,http://tong.visitkorea.or.kr/cms/resource/96/2047996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2047996_image3_1.jpg,Type3,126.9525129079,37.6423560749,6,20231011110807,22,,삼천사(서울)
서울특별시 양천구 남부순환로64길 20,,1,0,A02,A0202,A02020700,1265735,12,20110428003448,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,Type3,126.8300634330,37.5274172505,6,20230610074909,19,,서서울호수공원
서울특별시 종로구 새문안로 29,(평동),1,0,A02,A0201,A02010700,945824,12,20100205201731,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image3_1.jpeg,Type3,126.9677163958,37.5683899481,6,20240509134644,23,,서울 경교장
서울특별시 종로구 대학로 103,(연건동),1,0,A02,A0201,A02010400,231938,12,20071015090000,http://tong.visitkorea.or.kr/cms/resource/30/1984630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1984630_image3_1.jpg,Type3,126.9994992588,37.5807946333,6,20231208100623,23,,서울 경모궁지
서울특별시 성북구 안암로 145,(안암동5가),1,0,A02,A0201,A02010700,252527,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/18/2736318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2736318_image3_1.jpg,Type3,127.0322710260,37.5894664364,6,20230410134924,17,,서울 고려대학교 본관
서울특별시 성북구 안암로 145,(안암동5가),1,0,A02,A0201,A02010700,250470,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/47/2953247_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2953247_image3_1.jpg,Type1,127.0317877244,37.5898997105,6,20240531145129,17,,서울 고려대학교 중앙도서관
서울특별시 종로구 원서동,,1,0,A02,A0201,A02010700,250338,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/49/1984649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1984649_image3_1.jpg,Type3,126.9880281575,37.5781419576,6,20231208103849,23,,서울 관상감 관천대
서울특별시 중구 정동길 21-18,정동공원,1,1,A02,A0201,A02010700,250362,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image3_1.jpg,Type3,126.9714160575,37.5684261216,6,20230306163238,24,,서울 구 러시아공사관
서울특별시 관악구 남부순환로 2076,,1,0,A02,A0201,A02010700,126909,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/42/2014942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2014942_image3_1.jpg,Type3,126.9795345921,37.4761175459,6,20230927171725,5,,"서울 구 벨기에영사관(현, 서울시립미술관 남서울생활미술관)"
서울특별시 관악구 남현3길 60,(남현동),1,0,A02,A0201,A02010700,126911,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/46/2014946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2014946_image3_1.jpg,Type3,126.9796068440,37.4748538047,6,20230825153559,5,,서울 남현동 요지
서울특별시 종로구 대학로 101,(연건동),1,0,A02,A0201,A02010700,250360,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/29/1554829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1554829_image3_1.jpg,Type3,126.9990326638,37.5797669664,6,20230821143759,23,,서울 대한의원
서울특별시 종로구 난계로27길 84,,1,0,A02,A0201,A02010700,126522,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/92/1984692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1984692_image3_1.jpg,Type3,127.0184394274,37.5727625733,6,20231208121239,23,,서울 동관왕묘
서울특별시 종로구 종로40가길 14,,1,0,A02,A0203,A02030600,704507,12,20090310214032,http://tong.visitkorea.or.kr/cms/resource/53/2601453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2601453_image3_1.jpg,Type3,127.0058684191,37.5703487391,6,20240509104522,23,,서울 동대문 닭한마리 골목
서울특별시 중구 명동길 74,(명동2가),1,1,A02,A0201,A02010900,126804,12,20040203090000,,,,126.9872814233,37.5633131117,6,20240521151911,24,,서울 명동성당
서울특별시 송파구 올림픽로 424,,1,1,A02,A0201,A02010200,127525,12,20030627090000,,,,127.1229758237,37.5209871362,6,20240509145746,18,,서울 몽촌토성
서울특별시 종로구 성균관로 31,,1,0,A02,A0201,A02010700,126517,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/91/1568091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1568091_image3_1.jpg,Type3,126.9959633351,37.5855329073,6,20240424124857,23,,서울 문묘와 성균관
서울특별시 송파구 오금로219,(방이동),1,0,A02,A0201,A02010700,126515,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/11/1567811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1567811_image3_1.jpg,Type3,127.1178488772,37.5081579775,6,20240417173346,18,,서울 방이동 고분군
서울특별시 성동구 성수동,,1,0,A02,A0205,A02050100,753989,12,20090617202027,,,,127.0459874565,37.5537847183,6,20230610072908,16,,서울 살곶이 다리
서울특별시 용산구 한강대로 182,(한강로1가),1,0,A02,A0203,A02030600,704506,12,20090310213644,http://tong.visitkorea.or.kr/cms/resource/96/712496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/712496_image3_1.jpg,Type3,126.9735279372,37.5344523297,6,20230704095915,21,,서울 삼각지 대구탕 골목
서울특별시 송파구 잠실로 148,,1,0,A02,A0205,A02050200,231897,12,20071004090000,http://tong.visitkorea.or.kr/cms/resource/00/934100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/934100_image3_1.jpg,Type3,127.1011836669,37.5102657658,6,20231204172401,18,,서울 삼전도비
서울특별시 송파구 가락로7길21,(석촌동),1,1,A02,A0201,A02010700,127466,12,20030630090000,http://tong.visitkorea.or.kr/cms/resource/89/203889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/203889_image3_1.jpg,Type3,127.1028309684,37.5021945110,6,20240417175052,18,,서울 석촌동 고분군
서울특별시 강남구 선릉로100길 1,,1,0,A02,A0201,A02010700,126525,12,20020510090000,,,,127.0471803291,37.5074206801,6,20240424113130,1,,서울 선릉과정릉 [유네스코 세계유산]
서울특별시 관악구 난곡로35길 28-7,,1,0,A01,A0102,A01020100,126919,12,20020510090000,,,,126.9169737649,37.4710197967,6,20240611111057,5,,서울 신림동 굴참나무
서울특별시 관악구 신림로59길 14,(신림동),1,0,A02,A0203,A02030600,128015,12,20031209090000,,,,126.9287890094,37.4833519091,6,20240516152422,5,,서울 신림동 민속순대타운
서울특별시 강동구 올림픽로 875,(암사동),1,1,A02,A0201,A02010700,126519,12,20040227090000,http://tong.visitkorea.or.kr/cms/resource/19/204019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/204019_image3_1.jpg,Type3,127.1309239757,37.5605132450,6,20231204165246,2,,서울 암사동 유적
서울특별시 중구 소공로 48 (회현동2가),,1,0,A02,A0204,A02040800,2553892,12,20180717182022,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image3_1.jpg,Type3,126.9830902358,37.5598773249,6,20231211143433,24,,서울 애니메이션센터
서울특별시 중구 청파로 447-1,(중림동),1,0,A02,A0201,A02010900,250330,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1981981_image3_1.jpg,Type3,126.9674194623,37.5591437954,6,20230327152047,24,,서울 약현성당
서울특별시 강서구 가양동,,1,0,A02,A0201,A02010200,127216,12,20020510090000,,,,126.8408278075,37.5740425776,6,20240614134720,4,,서울 양천고성지
서울특별시 서대문구 연세로 50,(신촌동),1,0,A02,A0201,A02010700,252532,12,20071025090000,http://tong.visitkorea.or.kr/cms/resource/22/2736322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2736322_image2_1.jpg,Type3,126.9381636030,37.5659535914,6,20230714141520,14,,서울 연세대학교 스팀슨관
서울특별시 서대문구 연세로 50,,1,0,A02,A0201,A02010700,252534,12,20071025090000,,,,126.9381636030,37.5659535914,6,20231113155459,14,,서울 연세대학교 아펜젤러관
서울특별시 서대문구 연세로 50,(신촌동),1,0,A02,A0201,A02010700,252533,12,20071025090000,,,,126.9383080636,37.5649231574,6,20231113154811,14,,서울 연세대학교 언더우드관
서울특별시 동대문구 홍릉로 90,(청량리동),1,0,A02,A0201,A02010700,126527,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/46/3055946_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3055946_image3_1.JPG,Type3,127.0435644361,37.5896471740,6,20240611091107,11,,서울 영휘원(순헌황귀비)과 숭인원(이진)
서울특별시 종로구 우정국로 59,(견지동),1,1,A02,A0201,A02010700,250358,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/51/1568051_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1568051_image3_1.jpg,Type3,126.9825759817,37.5744256247,6,20230405103226,23,,서울 우정총국
서울특별시 종로구 삼일대로 464,,1,1,A02,A0201,A02010100,127454,12,20041230090000,,,,126.9871421746,37.5764588036,6,20240513151108,23,,서울 운현궁
서울특별시 성북구 화랑로32길 146-20,(석관동),1,0,A02,A0201,A02010700,250396,12,20071025090000,http://tong.visitkorea.or.kr/cms/resource/80/2690680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2690680_image3_1.jpg,Type3,127.0582349259,37.6035486003,6,20240404160644,17,,"서울 의릉(경종,선의왕후) [유네스코 세계유산]"
서울특별시 중구 정동길 46,(정동),1,0,A02,A0201,A02010900,250325,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/49/1955149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1955149_image3_1.jpg,Type3,126.9723466121,37.5654653714,6,20230322112154,24,,서울 정동교회
서울특별시 성북구 아리랑로19길 116,,1,0,A02,A0201,A02010700,127616,12,20030630090000,,,,127.0063452451,37.6023505830,6,20240523103819,17,,서울 정릉(신덕왕후) [유네스코 세계유산]
서울특별시 종로구 종로 19,(종로1가),1,0,A02,A0203,A02030600,735749,12,20090518192216,http://tong.visitkorea.or.kr/cms/resource/18/728318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/728318_image3_1.jpg,Type3,126.9798041130,37.5708482131,6,20231207164136,23,,서울 종로 낙지볶음 골목
서울특별시 송파구 풍납동,,1,0,A02,A0201,A02010200,126520,12,20020402090000,http://tong.visitkorea.or.kr/cms/resource/13/566413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/566413_image3_1.jpg,Type3,127.1209255392,37.5375629524,6,20230413021328,18,,서울 풍납동 토성
서울특별시 서초구 헌인릉길 36-10,(내곡동),1,0,A02,A0201,A02010700,126530,12,20020510090000,,,,127.0837087516,37.4653567754,6,20240521131747,15,,"서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계유산]"
서울특별시 용산구 효창원로 177-18,(효창동) 일대,1,0,A02,A0202,A02020700,127643,12,20030630090000,http://tong.visitkorea.or.kr/cms/resource/15/1568015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1568015_image3_1.jpg,Type3,126.9634757763,37.5450425860,6,20231206131858,21,,서울 효창공원
서울특별시 중구 세종대로 110,,1,0,A02,A0202,A02020700,128968,12,20060517090000,,,,126.9780155330,37.5657098894,6,20240522142845,24,,서울광장
서울특별시 성동구 천호대로 346,(용답동),1,0,A02,A0204,A02040800,2554065,12,20180718002953,,,,127.0572583976,37.5627338812,6,20230610083154,16,,"서울교통공사 차량기지 (고덕, 방화, 수서, 군자, 신정, 신내, 천왕, 창동)"
서울특별시 성동구 천호대로 346,,1,0,A02,A0204,A02040800,2555938,12,20180801000137,,,,127.0572306273,37.5625727888,6,20240103122324,16,,"서울교통공사 차량기지 (도봉, 모란기지)"
서울특별시 성동구 천호대로 346,,1,0,A02,A0203,A02030400,1845253,12,20130914014841,http://tong.visitkorea.or.kr/cms/resource/98/2034198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2034198_image3_1.jpg,Type3,127.0572167398,37.5625755656,6,20240103122343,16,,"서울교통공사 차량기지(신정, 수서, 천왕기지)"
경기도 용인시 처인구 양지면 죽양대로 2298-1,,31,0,A02,A0203,A02030400,2502595,12,20170808194806,,,,127.2985846976,37.2335097261,6,20231214110556,23,,서울근교 찾아가는 양조장 술샘
경기도 과천시 대공원광장로 102,,31,0,A02,A0202,A02020600,126712,12,20031007090000,http://tong.visitkorea.or.kr/cms/resource/93/2678593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2678593_image3_1.jpg,Type3,127.0171158655,37.4278904825,6,20230912143622,3,,서울대공원
경기도 과천시 대공원광장로 102,(막계동),31,0,A01,A0101,A01010600,2748983,12,20210924192138,http://tong.visitkorea.or.kr/cms/resource/95/2764495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2764495_image2_1.jpg,Type3,127.0159882703,37.4250491254,6,20231208153046,3,,서울대공원산림욕장
서울특별시 중구 세종대로 119,,1,0,A02,A0206,A02060300,2638478,12,20191125184452,http://tong.visitkorea.or.kr/cms/resource/92/2639292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2639292_image2_1.jpg,Type3,126.9767183947,37.5669375007,6,20230525152725,24,02-736-8050,서울도시건축전시관
서울특별시 종로구 삼청로 88 (삼청동),,1,,A02,A0203,A02030400,3102534,12,20240219183318,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image3_1.jpg,Type3,126.9819868962,37.5832579211,6,20240226143445,23,,서울도심등산관광센터(북악산)
서울특별시 강북구 우이동,"181-7, 5층",1,,A02,A0203,A02030400,2989244,12,20230523175746,,,,127.0097154502,37.6624547653,6,20240607101328,3,,서울도심등산관광센터(북한산)
경기도 과천시 광명로 181,(막계동),31,0,A02,A0202,A02020600,126719,12,20031113090000,http://tong.visitkorea.or.kr/cms/resource/51/2601251_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/51/2601251_image2_1.bmp,Type3,127.0188988734,37.4336870644,6,20230919141441,3,,서울랜드
서울특별시 중구 한강대로 405,,1,0,A02,A0202,A02020700,2495561,12,20170609195058,,,,126.9706609645,37.5545193912,6,20240509160751,24,,서울로 7017
서울특별시 강서구 마곡동 74,서남물재생센터 내 서울물재생체험관,1,,A02,A0203,A02030400,2993173,12,20230710140444,,,,126.8320035606,37.5758727630,6,20230711095304,4,,서울물재생체험관
서울특별시 성동구 자동차시장길 49,,1,0,A02,A0204,A02040800,2553908,12,20180717185713,,,,127.0578195730,37.5586760298,,20240119143232,16,,서울새활용플라자
서울특별시 영등포구 여의동로 330,(여의도동),1,0,A02,A0202,A02020700,1369066,12,20110823230647,,,,126.9335762510,37.5263247807,6,20230214172720,20,,서울색공원
